ProductId,DepartmentId,RankDate,Rank,SalesDate,UnitSold
377175,2978,2020-12-04,199937,2020-12-04,1
1005232098,7,2020-12-04,223204,2020-12-04,1
1005231877,7,2020-12-04,153972,2020-12-04,2
16495,2978,2020-12-04,88286,2020-12-04,7
3513,2978,2020-12-04,122194,2020-12-04,1
983703,2978,2020-12-04,39193,2020-12-04,15
1005231938,7,2020-12-04,12623,2020-12-04,3
1005232536,7,2020-12-04,199143,2020-12-04,2
1398009744,2978,2020-12-04,1927,2020-12-04,2
1764614742,7,2020-12-04,22513,2020-12-04,21
1871145,7,2020-12-04,20275,2020-12-04,23
-341750921,2978,2020-12-04,48343,2020-12-04,10
2269643,2978,2020-12-04,13160,2020-12-04,28
1221269000,2978,2020-12-04,263257,2020-12-04,2
50599,2978,2020-12-04,52934,2020-12-04,4
24021,2978,2020-12-04,73628,2020-12-04,3
28704,2978,2020-12-04,79042,2020-12-04,12
2151875,2978,2020-12-04,167124,2020-12-04,2
39194,2978,2020-12-04,147490,2020-12-04,1
1314822,2978,2020-12-04,91804,2020-12-04,3
8022,2978,2020-12-04,51412,2020-12-04,7
1811647,7,2020-12-04,31620,2020-12-04,3
6914,2978,2020-12-04,137654,2020-12-04,3
27064,2978,2020-12-04,74099,2020-12-04,10
48849,2978,2020-12-04,37426,2020-12-04,12
2311984,7,2020-12-04,11114,2020-12-04,4
1005231957,7,2020-12-04,37809,2020-12-04,2
18578,2978,2020-12-04,3354,2020-12-04,32
1595670997,7,2020-12-04,11772,2020-12-04,7
1005231838,7,2020-12-04,53446,2020-12-04,12
1006209597,7,2020-12-04,449410,2020-12-04,1
2340628,7,2020-12-04,9663,2020-12-04,11
16574,2978,2020-12-04,2864,2020-12-04,44
1005231795,7,2020-12-04,41348,2020-12-04,10
8568,2978,2020-12-04,15534,2020-12-04,52
8583,2978,2020-12-04,13918,2020-12-04,20
21822,2978,2020-12-04,169095,2020-12-04,2
27690,2978,2020-12-04,14841,2020-12-04,2
1005232175,7,2020-12-04,39165,2020-12-04,1
1007188957,7,2020-12-04,37809,2020-12-04,3
22646,2978,2020-12-04,100446,2020-12-04,10
2472584,7,2020-12-04,411844,2020-12-04,1
2278913,2978,2020-12-04,1134,2020-12-04,25
37354,2978,2020-12-04,20731,2020-12-04,21
2472759,2978,2020-12-04,165209,2020-12-04,2
39893,2978,2020-12-04,121226,2020-12-04,2
32374,2978,2020-12-04,3903,2020-12-04,105
26352,2978,2020-12-04,120871,2020-12-04,2
40596,2978,2020-12-04,30138,2020-12-04,8
1398009733,2978,2020-12-04,36203,2020-12-04,1
1005231864,7,2020-12-04,18974,2020-12-04,24
2340621,7,2020-12-04,6002,2020-12-04,3
38021,2978,2020-12-04,23283,2020-12-04,36
2275886,2978,2020-12-04,13567,2020-12-04,45
35032,2978,2020-12-04,34525,2020-12-04,22
50598,2978,2020-12-04,147843,2020-12-04,2
2313213,2978,2020-12-04,7605,2020-12-04,71
8584,2978,2020-12-04,20244,2020-12-04,50
2089050,7,2020-12-04,19995,2020-12-04,22
3765,2978,2020-12-04,260305,2020-12-04,2
2094722,2978,2020-12-04,91962,2020-12-04,1
8399,2978,2020-12-04,118294,2020-12-04,5
1005231830,7,2020-12-04,15447,2020-12-04,29
38390,2978,2020-12-04,68953,2020-12-04,7
47858,2978,2020-12-04,78565,2020-12-04,6
1606506799,2978,2020-12-04,301059,2020-12-04,3
612483,2978,2020-12-04,31266,2020-12-04,6
-472872596,7,2020-12-04,980,2020-12-04,11
1005232314,7,2020-12-04,105348,2020-12-04,1
10600,7,2020-12-04,43660,2020-12-04,20
1764614746,7,2020-12-04,52064,2020-12-04,9
1162227,2978,2020-12-04,174523,2020-12-04,2
29475,2978,2020-12-04,148052,2020-12-04,1
2311869,7,2020-12-04,122585,2020-12-04,1
44617,2978,2020-12-04,117394,2020-12-04,4
631057,2978,2020-12-04,66312,2020-12-04,4
1005232158,7,2020-12-04,17895,2020-12-04,1
1916791,7,2020-12-04,16081,2020-12-04,23
20599,2978,2020-12-04,36493,2020-12-04,22
21212,2978,2020-12-04,71141,2020-12-04,5
1005232041,7,2020-12-04,226431,2020-12-04,2
49064,2978,2020-12-04,2864,2020-12-04,40
22913,2978,2020-12-04,32255,2020-12-04,9
24770,2978,2020-12-04,51898,2020-12-04,10
1995766210,2978,2020-12-04,28418,2020-12-04,21
18564,2978,2020-12-04,52002,2020-12-04,28
1005232260,7,2020-12-04,355240,2020-12-04,2
2278914,2978,2020-12-04,1080,2020-12-04,3
31056,2978,2020-12-04,20548,2020-12-04,14
1597438858,2978,2020-12-04,62720,2020-12-04,1
977056034,2978,2020-12-04,186010,2020-12-04,1
1930448,7,2020-12-04,31620,2020-12-04,1
32022,2978,2020-12-04,98615,2020-12-04,1
2122484,2978,2020-12-04,48041,2020-12-04,12
1409189,7,2020-12-04,1684,2020-12-04,151
49068,2978,2020-12-04,55947,2020-12-04,6
408515,7,2020-12-04,7081,2020-12-04,78
24738,2978,2020-12-04,23463,2020-12-04,20
5022,2978,2020-12-04,122676,2020-12-04,1
269994349,2978,2020-12-04,7933,2020-12-04,34
30971,2978,2020-12-04,82145,2020-12-04,16
19550,2978,2020-12-04,52946,2020-12-04,3
1879748,7,2020-12-04,1036,2020-12-04,4
31802,2978,2020-12-04,36108,2020-12-04,1
8602,2978,2020-12-04,50688,2020-12-04,4
8382,2978,2020-12-04,32634,2020-12-04,16
29867,2978,2020-12-04,30615,2020-12-04,9
2018325,7,2020-12-04,86479,2020-12-04,1
4535,2978,2020-12-04,44455,2020-12-04,17
1005231793,7,2020-12-04,20911,2020-12-04,12
1005232390,7,2020-12-04,138603,2020-12-04,2
53971,2978,2020-12-04,257864,2020-12-04,2
16610,2978,2020-12-04,26380,2020-12-04,26
608120,2978,2020-12-04,26982,2020-12-04,2
1005232151,7,2020-12-04,110366,2020-12-04,2
1005231811,7,2020-12-04,67171,2020-12-04,2
15469,2978,2020-12-04,77462,2020-12-04,2
1380346,2978,2020-12-04,29435,2020-12-04,36
2298228,2978,2020-12-04,38093,2020-12-04,4
1813541,2978,2020-12-04,23108,2020-12-04,32
1214217304,7,2020-12-04,14648,2020-12-04,20
565433708,2978,2020-12-04,73574,2020-12-04,3
1851704,7,2020-12-04,13034,2020-12-04,29
33067,2978,2020-12-04,150716,2020-12-04,1
2330530,7,2020-12-04,153956,2020-12-04,1
1421759357,7,2020-12-04,7873,2020-12-04,8
25218,2978,2020-12-04,50610,2020-12-04,6
-684442164,2978,2020-12-04,253483,2020-12-04,3
565358323,2978,2020-12-04,60469,2020-12-04,6
214495,2978,2020-12-04,43311,2020-12-04,24
16418,2978,2020-12-04,58149,2020-12-04,5
21370,2978,2020-12-04,29768,2020-12-04,11
211510,2978,2020-12-04,86492,2020-12-04,9
47693,2978,2020-12-04,41970,2020-12-04,8
52902,2978,2020-12-04,61635,2020-12-04,1
42776,2978,2020-12-04,57889,2020-12-04,12
1005231827,7,2020-12-04,29254,2020-12-04,14
37016,2978,2020-12-04,24036,2020-12-04,32
6016,2978,2020-12-04,37969,2020-12-04,11
-205470,2978,2020-12-04,33837,2020-12-04,1
26034,2978,2020-12-04,12375,2020-12-04,13
1131,2978,2020-12-04,20248,2020-12-04,26
1156027,2978,2020-12-04,4948,2020-12-04,179
50033,2978,2020-12-04,26202,2020-12-04,20
24589,2978,2020-12-04,139558,2020-12-04,4
2311858,7,2020-12-04,56824,2020-12-04,4
1600479,2978,2020-12-04,8445,2020-12-04,93
10103,2978,2020-12-04,103634,2020-12-04,3
-687637271,7,2020-12-04,305987,2020-12-04,1
1005232115,7,2020-12-04,16565,2020-12-04,7
1005231936,7,2020-12-04,14984,2020-12-04,27
18428,2978,2020-12-04,27998,2020-12-04,8
1219731,2978,2020-12-04,53638,2020-12-04,12
-472761200,7,2020-12-04,980,2020-12-04,3
1595649891,2978,2020-12-04,81627,2020-12-04,1
2451173,2978,2020-12-04,178967,2020-12-04,1
1946379,7,2020-12-04,1684,2020-12-04,57
1224557338,7,2020-12-04,7873,2020-12-04,26
2415465,2978,2020-12-04,27212,2020-12-04,30
9878,2978,2020-12-04,20515,2020-12-04,21
23447,2978,2020-12-04,92918,2020-12-04,4
2387370,7,2020-12-04,100844,2020-12-04,4
1006209642,7,2020-12-04,53932,2020-12-04,26
36022,2978,2020-12-04,83148,2020-12-04,4
2380737,2978,2020-12-04,38304,2020-12-04,1
9300,2978,2020-12-04,23883,2020-12-04,46
2340614,7,2020-12-04,7875,2020-12-04,9
639716,2978,2020-12-04,49822,2020-12-04,22
1421759362,2978,2020-12-04,20503,2020-12-04,1
-690790242,2978,2020-12-04,215280,2020-12-04,1
29452,2978,2020-12-04,7099,2020-12-04,154
1007,2978,2020-12-04,83512,2020-12-04,12
13034,2978,2020-12-04,43329,2020-12-04,4
18051,2978,2020-12-04,199143,2020-12-04,1
2278934,2978,2020-12-04,1080,2020-12-04,3
1230961850,7,2020-12-04,7764,2020-12-04,15
551366170,2978,2020-12-04,50530,2020-12-04,5
1614892128,7,2020-12-04,18939,2020-12-04,3
3448,2978,2020-12-04,117022,2020-12-04,4
1007868963,7,2020-12-04,199100,2020-12-04,1
1005232170,7,2020-12-04,99330,2020-12-04,4
519320664,2978,2020-12-04,111406,2020-12-04,3
1986789,7,2020-12-04,39786,2020-12-04,1
1005232200,7,2020-12-04,83434,2020-12-04,1
2089036,7,2020-12-04,12181,2020-12-04,20
1221269031,2978,2020-12-04,27516,2020-12-04,17
1005231909,7,2020-12-04,15415,2020-12-04,47
40546,2978,2020-12-04,101005,2020-12-04,4
30808,2978,2020-12-04,32051,2020-12-04,4
240353,2978,2020-12-04,3651,2020-12-04,168
151653,2978,2020-12-04,110035,2020-12-04,1
1618856700,2978,2020-12-04,49017,2020-12-04,2
2118716,7,2020-12-04,8015,2020-12-04,45
33941,2978,2020-12-04,126981,2020-12-04,3
39651,2978,2020-12-04,102681,2020-12-04,1
2278919,2978,2020-12-04,1149,2020-12-04,8
10598,2978,2020-12-04,50841,2020-12-04,6
440514,2978,2020-12-04,85194,2020-12-04,14
35566,2978,2020-12-04,81260,2020-12-04,4
672025,2978,2020-12-04,173760,2020-12-04,2
2074082,2978,2020-12-04,52710,2020-12-04,12
42107,2978,2020-12-04,36532,2020-12-04,19
23064,2978,2020-12-04,97141,2020-12-04,2
23069,2978,2020-12-04,282754,2020-12-04,1
50583,2978,2020-12-04,78491,2020-12-04,6
2380648,2978,2020-12-04,470753,2020-12-04,1
1005232261,7,2020-12-04,119254,2020-12-04,2
1797835707,7,2020-12-04,84188,2020-12-04,2
17592,2978,2020-12-04,38598,2020-12-04,14
203191134,2978,2020-12-04,199271,2020-12-04,1
1007188944,7,2020-12-04,168810,2020-12-04,1
1006209544,7,2020-12-04,73711,2020-12-04,2
2607,2978,2020-12-04,11830,2020-12-04,58
26902,2978,2020-12-04,112609,2020-12-04,4
1195694969,7,2020-12-04,348348,2020-12-04,1
1810098,2978,2020-12-04,28640,2020-12-04,10
2380658,2978,2020-12-04,69799,2020-12-04,1
2153712,7,2020-12-04,238993,2020-12-04,1
2094388,2978,2020-12-04,105794,2020-12-04,2
44578,2978,2020-12-04,46681,2020-12-04,10
52215,2978,2020-12-04,11119,2020-12-04,18
1554,2978,2020-12-04,9270,2020-12-04,156
2298222,2978,2020-12-04,40119,2020-12-04,2
4472,2978,2020-12-04,83013,2020-12-04,3
2340634,7,2020-12-04,134252,2020-12-04,2
1005232481,7,2020-12-04,371694,2020-12-04,1
1005232373,7,2020-12-04,74667,2020-12-04,1
16336,2978,2020-12-04,77029,2020-12-04,3
2122601,2978,2020-12-04,2423,2020-12-04,265
36912,2978,2020-12-04,27827,2020-12-04,12
42486,2978,2020-12-04,156077,2020-12-04,2
41529,2978,2020-12-04,168679,2020-12-04,2
1005232386,7,2020-12-04,237957,2020-12-04,1
2344838,2978,2020-12-04,1927,2020-12-04,4
114101,2978,2020-12-04,21449,2020-12-04,13
13439,2978,2020-12-04,5028,2020-12-04,226
32637,2978,2020-12-04,15902,2020-12-04,6
1005231859,7,2020-12-04,17895,2020-12-04,18
1005232063,7,2020-12-04,105965,2020-12-04,2
36920,2978,2020-12-04,207647,2020-12-04,1
23467,2978,2020-12-04,4783,2020-12-04,30
20389,2978,2020-12-04,258025,2020-12-04,1
34161,2978,2020-12-04,13026,2020-12-04,30
9207,2978,2020-12-04,142687,2020-12-04,4
312663607,2978,2020-12-04,90706,2020-12-04,3
2472275,7,2020-12-04,39786,2020-12-04,7
2120334,2978,2020-12-04,98914,2020-12-04,2
27526,2978,2020-12-04,4183,2020-12-04,44
551366171,2978,2020-12-04,50943,2020-12-04,3
703078285,7,2020-12-04,7021,2020-12-04,54
516717,2978,2020-12-04,120772,2020-12-04,1
1224249518,2978,2020-12-04,60693,2020-12-04,1
12846,2978,2020-12-04,182889,2020-12-04,2
36784,2978,2020-12-04,81890,2020-12-04,1
518349626,2978,2020-12-04,175756,2020-12-04,1
12391,2978,2020-12-04,87182,2020-12-04,7
40339,2978,2020-12-04,52106,2020-12-04,5
45239,2978,2020-12-04,129368,2020-12-04,1
1398009748,2978,2020-12-04,3699,2020-12-04,7
1536627550,7,2020-12-04,53999,2020-12-04,5
34031,2978,2020-12-04,60589,2020-12-04,8
1005231979,7,2020-12-04,135989,2020-12-04,4
2331350,2978,2020-12-04,25172,2020-12-04,25
16090,2978,2020-12-04,60593,2020-12-04,8
1221269027,2978,2020-12-04,138045,2020-12-04,3
1224298986,2978,2020-12-04,20231,2020-12-04,2
435170,2978,2020-12-04,103739,2020-12-04,2
1965354,2978,2020-12-04,27411,2020-12-04,1
1005231853,7,2020-12-04,16565,2020-12-04,6
19055,2978,2020-12-04,509230,2020-12-04,1
13060,2978,2020-12-04,136832,2020-12-04,2
327967,2978,2020-12-04,1149,2020-12-04,110
43062,2978,2020-12-04,8760,2020-12-04,22
42282543,7,2020-12-04,38815,2020-12-04,1
23950,7,2020-12-04,17154,2020-12-04,14
33049,2978,2020-12-04,74492,2020-12-04,2
6614,2978,2020-12-04,53625,2020-12-04,4
18031,2978,2020-12-04,62134,2020-12-04,18
1224806402,2978,2020-12-04,141244,2020-12-04,1
45548,2978,2020-12-04,144348,2020-12-04,3
42900,2978,2020-12-04,55917,2020-12-04,3
2380769,2978,2020-12-04,33837,2020-12-04,1
40403,2978,2020-12-04,63616,2020-12-04,5
7019,2978,2020-12-04,167606,2020-12-04,4
3495,7,2020-12-04,18669,2020-12-04,1
866,2978,2020-12-04,79316,2020-12-04,2
5023,2978,2020-12-04,56092,2020-12-04,26
2340627,7,2020-12-04,100400,2020-12-04,1
15933,2978,2020-12-04,20515,2020-12-04,9
2381475,2978,2020-12-04,125184,2020-12-04,2
51023,2978,2020-12-04,129344,2020-12-04,2
9872,2978,2020-12-04,127108,2020-12-04,4
1421759380,2978,2020-12-04,55586,2020-12-04,10
4604,2978,2020-12-04,64105,2020-12-04,4
565491903,2978,2020-12-04,29428,2020-12-04,23
1005232038,7,2020-12-04,21736,2020-12-04,23
30645,2978,2020-12-04,78068,2020-12-04,1
2340726,7,2020-12-04,148276,2020-12-04,3
129274,2978,2020-12-04,203952,2020-12-04,1
-166812185,2978,2020-12-04,9191,2020-12-04,22
44932,2978,2020-12-04,136240,2020-12-04,1
1338696,2978,2020-12-04,16224,2020-12-04,49
28042,2978,2020-12-04,316982,2020-12-04,2
766,2978,2020-12-04,6129,2020-12-04,99
1006209587,7,2020-12-04,138792,2020-12-04,3
1813188,2978,2020-12-04,35387,2020-12-04,1
37475,2978,2020-12-04,53788,2020-12-04,8
2089060,7,2020-12-04,901,2020-12-04,226
1224575553,2978,2020-12-04,60693,2020-12-04,4
2472084,2978,2020-12-04,131354,2020-12-04,2
2340635,7,2020-12-04,6002,2020-12-04,5
1005232436,7,2020-12-04,154439,2020-12-04,3
2089043,7,2020-12-04,72110,2020-12-04,2
2340638,7,2020-12-04,146485,2020-12-04,7
1005232104,7,2020-12-04,12623,2020-12-04,4
948004,2978,2020-12-04,78249,2020-12-04,1
23363,2978,2020-12-04,11402,2020-12-04,2
4637,2978,2020-12-04,129982,2020-12-04,4
449,2978,2020-12-04,49591,2020-12-04,7
1338719,2978,2020-12-04,106521,2020-12-04,4
45513,2978,2020-12-04,4386,2020-12-04,266
1243555,2978,2020-12-04,29054,2020-12-04,13
1005232112,7,2020-12-04,16565,2020-12-04,1
30549,2978,2020-12-04,15076,2020-12-04,104
1114619,2978,2020-12-04,65028,2020-12-04,3
2340786,7,2020-12-04,94956,2020-12-04,3
16832,2978,2020-12-04,147095,2020-12-04,7
1224447811,7,2020-12-04,45269,2020-12-04,4
27015,2978,2020-12-04,122676,2020-12-04,2
24379,2978,2020-12-04,30622,2020-12-04,14
1005232440,7,2020-12-04,268564,2020-12-04,6
13041,2978,2020-12-04,24087,2020-12-04,1
99867045,2978,2020-12-04,1927,2020-12-04,9
1224409477,7,2020-12-04,51840,2020-12-04,3
33971,2978,2020-12-04,108003,2020-12-04,6
6012,2978,2020-12-04,47389,2020-12-04,15
1005232166,7,2020-12-03,80932,2020-12-03,1
52901,2978,2020-12-03,68191,2020-12-03,2
21947,2978,2020-12-03,30166,2020-12-03,16
1946379,7,2020-12-03,1655,2020-12-03,39
569169,7,2020-12-03,6830,2020-12-03,81
1116082922,2978,2020-12-03,15269,2020-12-03,26
7019,2978,2020-12-03,109516,2020-12-03,4
2298228,2978,2020-12-03,36011,2020-12-03,1
1005232208,7,2020-12-03,113848,2020-12-03,1
1421759365,7,2020-12-03,6534,2020-12-03,4
42232,2978,2020-12-03,17788,2020-12-03,16
44578,2978,2020-12-03,37573,2020-12-03,10
20116,2978,2020-12-03,73355,2020-12-03,9
1013065584,7,2020-12-03,61533,2020-12-03,3
39877,2978,2020-12-03,67556,2020-12-03,9
1005232352,7,2020-12-03,81555,2020-12-03,3
1005232296,7,2020-12-03,79740,2020-12-03,3
18556,2978,2020-12-03,10416,2020-12-03,92
2472631,7,2020-12-03,101386,2020-12-03,1
551366040,2978,2020-12-03,38794,2020-12-03,3
1005231875,7,2020-12-03,32361,2020-12-03,3
30026,2978,2020-12-03,115154,2020-12-03,5
42107,2978,2020-12-03,35999,2020-12-03,16
2062864,7,2020-12-03,104399,2020-12-03,4
5803,7,2020-12-03,141061,2020-12-03,1
766,2978,2020-12-03,5465,2020-12-03,118
21843,2978,2020-12-03,91671,2020-12-03,3
17061,2978,2020-12-03,210429,2020-12-03,2
1950733905,7,2020-12-03,29566,2020-12-03,2
35099,2978,2020-12-03,71336,2020-12-03,5
2162007,7,2020-12-03,430774,2020-12-03,1
40575,2978,2020-12-03,67079,2020-12-03,12
1398009799,2978,2020-12-03,477871,2020-12-03,3
45778,2978,2020-12-03,54777,2020-12-03,15
45059,2978,2020-12-03,32936,2020-12-03,1
1005232294,7,2020-12-03,56986,2020-12-03,1
17592,2978,2020-12-03,30302,2020-12-03,7
1005231890,7,2020-12-03,32025,2020-12-03,21
1154305,2978,2020-12-03,20975,2020-12-03,3
1338696,2978,2020-12-03,14722,2020-12-03,29
269994349,2978,2020-12-03,8061,2020-12-03,36
1005231957,7,2020-12-03,48602,2020-12-03,1
565433709,2978,2020-12-03,200373,2020-12-03,1
11032,2978,2020-12-03,117695,2020-12-03,4
742637,2978,2020-12-03,16577,2020-12-03,124
34830,2978,2020-12-03,38001,2020-12-03,50
27066,2978,2020-12-03,19415,2020-12-03,52
1005232241,7,2020-12-03,202437,2020-12-03,1
52021,2978,2020-12-03,14319,2020-12-03,63
1383174815,2978,2020-12-03,84007,2020-12-03,10
1398009741,2978,2020-12-03,38735,2020-12-03,1
2340729,7,2020-12-03,15385,2020-12-03,32
1683,2978,2020-12-03,177049,2020-12-03,1
2387745,7,2020-12-03,117637,2020-12-03,3
11799,2978,2020-12-03,113089,2020-12-03,2
2210106,2978,2020-12-03,16319,2020-12-03,42
1006209465,7,2020-12-03,14233,2020-12-03,2
1221269027,2978,2020-12-03,235666,2020-12-03,2
20027,2978,2020-12-03,88155,2020-12-03,3
19185,2978,2020-12-03,188415,2020-12-03,2
1005232360,7,2020-12-03,276418,2020-12-03,1
27690,2978,2020-12-03,15011,2020-12-03,2
9482,2978,2020-12-03,6492,2020-12-03,42
2180016,2978,2020-12-03,22389,2020-12-03,44
8574,2978,2020-12-03,2483,2020-12-03,266
1960573,2978,2020-12-03,180981,2020-12-03,2
19052,2978,2020-12-03,22851,2020-12-03,16
22065,2978,2020-12-03,69030,2020-12-03,15
18578,2978,2020-12-03,2483,2020-12-03,46
24770,2978,2020-12-03,37391,2020-12-03,14
1005232299,7,2020-12-03,247745,2020-12-03,4
1005862682,7,2020-12-03,354602,2020-12-03,1
31476,7,2020-12-03,68835,2020-12-03,5
49060,2978,2020-12-03,51051,2020-12-03,18
40403,2978,2020-12-03,62044,2020-12-03,5
5952,2978,2020-12-03,4911,2020-12-03,92
1398009782,2978,2020-12-03,178708,2020-12-03,2
2180420,7,2020-12-03,395863,2020-12-03,13
1227173721,2978,2020-12-03,64842,2020-12-03,4
2089016,7,2020-12-03,1130,2020-12-03,192
1005232007,7,2020-12-03,148733,2020-12-03,3
12644,2978,2020-12-03,109682,2020-12-03,2
30573,2978,2020-12-03,2948,2020-12-03,318
25218,2978,2020-12-03,49943,2020-12-03,9
42781,2978,2020-12-03,92206,2020-12-03,12
1005232093,7,2020-12-03,67120,2020-12-03,2
1398009735,2978,2020-12-03,38735,2020-12-03,1
10982,2978,2020-12-03,54594,2020-12-03,5
30549,2978,2020-12-03,15040,2020-12-03,58
21822,2978,2020-12-03,115739,2020-12-03,3
1168194,2978,2020-12-03,5576,2020-12-03,129
17131,2978,2020-12-03,56369,2020-12-03,12
32637,2978,2020-12-03,14114,2020-12-03,10
51890,2978,2020-12-03,14790,2020-12-03,1
1810098,2978,2020-12-03,30989,2020-12-03,11
21370,2978,2020-12-03,49115,2020-12-03,18
1221269033,2978,2020-12-03,131441,2020-12-03,3
1005231839,7,2020-12-03,68378,2020-12-03,5
4604,2978,2020-12-03,85065,2020-12-03,8
6871,2978,2020-12-03,7421,2020-12-03,192
52576,2978,2020-12-03,73062,2020-12-03,10
46567,2978,2020-12-03,84501,2020-12-03,20
1421759362,2978,2020-12-03,19831,2020-12-03,2
2451172,2978,2020-12-03,110257,2020-12-03,2
449,2978,2020-12-03,54499,2020-12-03,10
1005232359,7,2020-12-03,405543,2020-12-03,1
14415,2978,2020-12-03,58305,2020-12-03,29
1005232200,7,2020-12-03,165547,2020-12-03,3
1005231947,7,2020-12-03,172561,2020-12-03,3
9451,2978,2020-12-03,107904,2020-12-03,2
2122825,2978,2020-12-03,23817,2020-12-03,10
33455,2978,2020-12-03,60082,2020-12-03,1
2331350,2978,2020-12-03,23401,2020-12-03,31
977056034,2978,2020-12-03,504490,2020-12-03,1
30808,2978,2020-12-03,54907,2020-12-03,9
1813540,2978,2020-12-03,38133,2020-12-03,8
40596,2978,2020-12-03,26964,2020-12-03,4
49416,2978,2020-12-03,72254,2020-12-03,2
10744,2978,2020-12-03,79258,2020-12-03,2
48245,2978,2020-12-03,97298,2020-12-03,1
8569,2978,2020-12-03,31119,2020-12-03,42
22055,2978,2020-12-03,63764,2020-12-03,9
2122798,2978,2020-12-03,78258,2020-12-03,11
14556,2978,2020-12-03,14266,2020-12-03,6
1812063,7,2020-12-03,119866,2020-12-03,3
1005232010,7,2020-12-03,119176,2020-12-03,4
2827,2978,2020-12-03,85976,2020-12-03,8
20249,2978,2020-12-03,69121,2020-12-03,3
2438946,2978,2020-12-03,211398,2020-12-03,1
32021,2978,2020-12-03,72337,2020-12-03,6
49940,2978,2020-12-03,253659,2020-12-03,2
31875,7,2020-12-03,23171,2020-12-03,38
15501,2978,2020-12-03,363032,2020-12-03,1
1005231829,7,2020-12-03,101836,2020-12-03,1
1396031490,7,2020-12-03,5304,2020-12-03,3
840330823,2978,2020-12-03,320622,2020-12-03,1
-472696409,7,2020-12-03,1025,2020-12-03,2
2311858,7,2020-12-03,60822,2020-12-03,3
2118716,7,2020-12-03,9342,2020-12-03,51
1005231854,7,2020-12-03,85096,2020-12-03,6
27830,2978,2020-12-03,90366,2020-12-03,4
4924,2978,2020-12-03,21170,2020-12-03,52
2122484,2978,2020-12-03,46508,2020-12-03,9
1843010,2978,2020-12-03,28417,2020-12-03,9
-276897025,2978,2020-12-03,11075,2020-12-03,6
43833,2978,2020-12-03,21723,2020-12-03,9
2467278,7,2020-12-03,100745,2020-12-03,2
1230395311,2978,2020-12-03,66952,2020-12-03,2
1224557338,7,2020-12-03,6534,2020-12-03,18
46032,2978,2020-12-03,31539,2020-12-03,27
758,2978,2020-12-03,80794,2020-12-03,3
1593880796,7,2020-12-03,10848,2020-12-03,15
2340754,7,2020-12-03,70534,2020-12-03,1
1005232563,7,2020-12-03,142233,2020-12-03,3
1005231915,7,2020-12-03,9616,2020-12-03,1
1005231978,7,2020-12-03,236554,2020-12-03,1
564000919,2978,2020-12-03,17798,2020-12-03,30
1884,2978,2020-12-03,38791,2020-12-03,10
9465,2978,2020-12-03,6399,2020-12-03,58
34766,2978,2020-12-03,78732,2020-12-03,2
1380346,2978,2020-12-03,28806,2020-12-03,38
2380713,2978,2020-12-03,217906,2020-12-03,1
38402,2978,2020-12-03,16532,2020-12-03,23
6609,2978,2020-12-03,10416,2020-12-03,6
2278916,2978,2020-12-03,980,2020-12-03,4
468824357,2978,2020-12-03,37482,2020-12-03,3
2180026,2978,2020-12-03,68821,2020-12-03,2
1221269025,2978,2020-12-03,52509,2020-12-03,6
1224747615,2978,2020-12-03,19831,2020-12-03,11
22624,2978,2020-12-03,33273,2020-12-03,28
586020,2978,2020-12-03,25933,2020-12-03,21
1006209458,7,2020-12-03,31343,2020-12-03,2
1224249518,2978,2020-12-03,66952,2020-12-03,1
12391,2978,2020-12-03,81029,2020-12-03,5
2277588,2978,2020-12-03,31636,2020-12-03,4
1421759380,2978,2020-12-03,70267,2020-12-03,7
48031,2978,2020-12-03,48572,2020-12-03,3
18632,2978,2020-12-03,22851,2020-12-03,24
1005232191,2978,2020-12-03,186854,2020-12-03,1
7904,2978,2020-12-03,40424,2020-12-03,7
40205,2978,2020-12-03,109562,2020-12-03,3
2658,2978,2020-12-03,75833,2020-12-03,1
1818074,2978,2020-12-03,46300,2020-12-03,5
1005232108,7,2020-12-03,304491,2020-12-03,2
18598,2978,2020-12-03,176187,2020-12-03,8
50801,2978,2020-12-03,137726,2020-12-03,16
13034,2978,2020-12-03,43670,2020-12-03,4
2282498,2978,2020-12-03,56361,2020-12-03,22
4235,2978,2020-12-03,306745,2020-12-03,1
40539,2978,2020-12-03,4429,2020-12-03,55
32622,2978,2020-12-03,127851,2020-12-03,4
1814278,2978,2020-12-03,31709,2020-12-03,13
2088995,2978,2020-12-03,32475,2020-12-03,1
1005232104,7,2020-12-03,9616,2020-12-03,7
36022,2978,2020-12-03,86367,2020-12-03,3
840330824,2978,2020-12-03,234639,2020-12-03,1
1419778324,2978,2020-12-03,405054,2020-12-03,1
51927,2978,2020-12-03,117974,2020-12-03,2
860595855,2978,2020-12-03,101408,2020-12-03,3
56401,2978,2020-12-03,67837,2020-12-03,3
52215,2978,2020-12-03,10039,2020-12-03,16
24391,2978,2020-12-03,63542,2020-12-03,12
1005231984,7,2020-12-03,113531,2020-12-03,1
42711,2978,2020-12-03,57189,2020-12-03,7
544455,2978,2020-12-03,42835,2020-12-03,12
3821,2978,2020-12-03,10039,2020-12-03,5
1421759372,7,2020-12-03,6534,2020-12-03,1
18610,2978,2020-12-03,114730,2020-12-03,7
1005231794,7,2020-12-03,49617,2020-12-03,18
2340786,7,2020-12-03,61288,2020-12-03,3
1005231961,7,2020-12-03,20752,2020-12-03,1
3883,2978,2020-12-03,32697,2020-12-03,52
